,id,brand,name,city,gu,address,gasoline,diesel,self,car_wash,charging_station,car_maintenance,convenience_store,24_hour,lat,lng
218,219,SK에너지,대신석유㈜서원주유소,서울,서초구,서울 서초구 반포대로 142 (서초동),2048,1948,1,1,0,0,0,0,37.49280160000000,127.00758730000000
219,220,S-OIL,(주)선문에너지 중앙주유소,서울,서초구,서울특별시 서초구  바우뫼로 219 (양재1동),2168,1989,1,1,0,0,0,0,37.48155140000000,127.04223430000000
220,221,S-OIL,(주)서울에너지 직영,서울,성동구,서울 성동구 천호대로 324 (용답동),1599,1529,0,1,0,0,0,1,37.56426070000001,127.05568500000000
221,222,현대오일뱅크,HD현대오일뱅크㈜직영 성동셀프주유소,서울,성동구,서울 성동구 마장로 311 (마장동),1625,1565,0,1,0,0,0,0,37.56701440000000,127.04372720000000
222,223,S-OIL,아이콘주유소,서울,성동구,서울 성동구 고산자로 273 (도선동),1638,1578,0,1,0,0,0,1,37.56338320000000,127.03293880000000
223,224,SK에너지,SK에너지(주) 군자동주유소,서울,성동구,서울 성동구 천호대로 446 (용답동),1649,1569,1,1,0,0,0,1,37.56055500000001,127.06834330000000
224,225,GS칼텍스,지에스칼텍스㈜ 도루코주유소,서울,성동구,서울 성동구 아차산로 180,1654,1574,0,1,0,1,0,1,37.54205250000000,127.06343010000000
225,226,SK에너지,삼우주유소,서울,성동구,서울 성동구 천호대로 392,1697,1697,1,1,0,0,0,0,37.56143030000000,127.06232720000000
226,227,SK에너지,SK세원2주유소,서울,성동구,서울 성동구 광나루로 184 (성수동1가),1795,1745,1,1,0,1,0,0,37.55090950000000,127.05050020000000
227,228,SK에너지,SK에너지(주) 성수주유소,서울,성동구,서울 성동구 뚝섬로 352 (성수동1가),1798,1745,1,1,0,0,0,0,37.53996340000000,127.04993800000000
228,229,SK에너지,SK KH에너지 성수만세주유소,서울,성동구,서울 성동구 왕십리로 109,1798,1745,0,1,0,0,0,0,37.54753460000000,127.04425570000000
229,230,현대오일뱅크,동일주유소,서울,성동구,서울 성동구 광나루로 254 (성수동2가),1985,1934,1,1,0,0,0,0,37.54845400000000,127.05784680000000
230,231,SK에너지,청계로주유소,서울,성동구,서울 성동구 청계천로 454 (하왕십리동),2195,2095,1,1,0,0,0,0,37.57009730000000,127.02740440000000
231,232,현대오일뱅크,장삼 쌍둥이 주유소,서울,성북구,서울 성북구 한천로 612 (장위동),1575,1505,0,1,0,0,0,0,37.61360430000000,127.06029930000000
232,233,GS칼텍스,이케이에너지㈜ 강산주유소,서울,성북구,서울 성북구 보문로 27 (보문동7가),1575,1505,0,1,0,0,0,1,37.57977890000000,127.02236270000000
233,234,현대오일뱅크,이케이에너지(주) 강산제2주유소,서울,성북구,서울 성북구 보국문로 52,1575,1505,0,1,0,0,0,0,37.60918500000000,127.01003140000000
234,235,GS칼텍스,(주)삼표에너지 정릉주유소,서울,성북구,서울 성북구 보국문로 35 (정릉동),1575,1505,0,1,0,1,0,0,37.60764260000000,127.00994870000000
235,236,SK에너지,우리주유소,서울,성북구,서울 성북구 화랑로 292,1584,1515,0,1,0,1,0,1,37.61261180000000,127.06142480000000
236,237,SK에너지,중앙에너비스 종암지점,서울,성북구,서울 성북구 종암로 58,1595,1525,0,1,0,0,0,1,37.59560860000000,127.03604730000000
237,238,GS칼텍스,지에스칼텍스(주) 종암주유소,서울,성북구,서울 성북구 종암로 145 (종암동),1605,1535,0,1,0,0,0,1,37.60276360000000,127.03206340000000
238,239,현대오일뱅크,(주)성북주유소,서울,성북구,서울 성북구 보문로 142,1608,1548,0,1,0,0,0,0,37.58757749999999,127.01844700000000
239,240,S-OIL,장위주유소,서울,성북구,서울 성북구 화랑로 110 (하월곡동),1615,1555,0,1,0,0,0,1,37.60464510000000,127.03939120000000
240,241,현대오일뱅크,HD현대오일뱅크㈜직영 고대셀프주유소,서울,성북구,서울 성북구 종암로 12 (종암동),1615,1545,0,1,0,0,0,0,37.59165210000000,127.03667170000000
241,242,현대오일뱅크,HD현대오일뱅크㈜직영 북악셀프주유소,서울,성북구,서울 성북구 정릉로 218 (정릉동),1617,1545,0,1,0,0,0,0,37.60550010000000,127.00858180000000
242,243,GS칼텍스,㈜명연에너지 효성주유소,서울,성북구,서울 성북구 화랑로 27,1619,1549,0,1,0,1,0,1,37.60312810000000,127.03517260000000
243,244,S-OIL,(주)신용 구도일주유소화랑로,서울,성북구,서울 성북구 화랑로 174,1623,1555,0,1,0,1,0,0,37.60686780000000,127.05006410000000
244,245,S-OIL,동일주유소,서울,성북구,서울특별시 성북구  보문로 85 (보문동5가),1629,1595,0,1,0,0,0,1,37.58270419999999,127.01919180000000
245,246,현대오일뱅크,HD현대오일뱅크㈜직영 아리랑주유소,서울,성북구,서울 성북구 아리랑로 96 (정릉동),1630,1570,1,1,0,0,0,0,37.60048800000000,127.01426640000000
246,247,S-OIL,삼선주유소,서울,성북구,서울 성북구 창경궁로 324,1715,1545,0,1,0,0,0,0,37.58798880000000,127.00557400000000
247,248,S-OIL,위례제일주유소,서울,송파구,서울 송파구 위례서로 260,1593,1534,0,1,0,0,0,0,37.48781530000000,127.14269530000000
248,249,S-OIL,위례드림주유소,서울,송파구,서울시 송파구  위례중앙로 10,1593,1514,0,1,0,0,0,1,37.47542740000000,127.12847070000000
249,250,SK에너지,남성대주유소,서울,송파구,서울 송파구 송파대로 52 (장지동),1593,1514,0,1,0,1,0,1,37.47538410000000,127.12758550000000
250,251,S-OIL,(주)잠실에너지,서울,송파구,서울 송파구 송파대로 442 (송파동),1623,1594,0,1,0,1,0,1,37.50510720000000,127.11354690000000
251,252,GS칼텍스,지에스칼텍스(주)스마트위례주유소,서울,송파구,서울 송파구 위례중앙로 43 (장지동),1633,1554,0,1,0,0,0,0,37.47541610000000,127.13215450000000
252,253,GS칼텍스,지에스칼텍스(주)가든파이브주유소,서울,송파구,서울 송파구 탄천동로 740,1633,1554,0,1,0,0,1,1,37.49729620000000,127.08924730000000
253,254,S-OIL,상아주유소,서울,송파구,서울 송파구 거마로 82,1633,1554,0,1,0,0,0,0,37.50020200000000,127.14787030000000
254,255,SK에너지,한강에너지(주)퍼스트주유소,서울,송파구,서울 송파구 삼학사로 22 (석촌동),1635,1555,0,1,0,1,0,0,37.49931440000000,127.09706620000000
255,256,현대오일뱅크,지에스이앤알 직영 송파제일주유소,서울,송파구,서울 송파구 삼학사로 50 (석촌동),1635,1555,0,1,0,1,0,1,37.50167130000000,127.09733360000000
256,257,GS칼텍스,삼화주유소,서울,송파구,서울 송파구 백제고분로 125,1635,1555,0,0,0,0,0,1,37.50658820000000,127.08100650000000
257,258,GS칼텍스,(주)삼표에너지 아시아주유소,서울,송파구,서울 송파구 도곡로 438 (잠실동),1635,1565,0,1,0,0,0,0,37.50459580000000,127.07736930000000
258,259,SK에너지,(주)신화에너지 서울지점,서울,송파구,서울 송파구 가락로 47 (석촌동),1639,1555,0,1,0,1,0,1,37.49949020000000,127.10174190000000
259,260,SK에너지,방이주유소,서울,송파구,서울 송파구 위례성대로12길 38 (방이동),1643,1584,1,1,0,1,0,0,37.51067440000000,127.12082230000000
260,261,현대오일뱅크,HD현대오일뱅크㈜직영 잠실셀프주유소,서울,송파구,서울 송파구 송파대로 397 (석촌동),1643,1584,0,0,0,0,0,1,37.50272770000000,127.10896700000000
261,262,현대오일뱅크,(유)호림플러스홀딩스 남성주유소,서울,송파구,서울 송파구 백제고분로 474 (방이동),1643,1643,1,1,0,0,0,0,37.51259170000000,127.11397090000000
262,263,SK에너지,백제고분로주유소,서울,송파구,서울 송파구 오금로 143 (방이동),1643,1584,0,1,0,1,1,1,37.51223260000000,127.11687660000000
263,264,GS칼텍스,(주)삼표에너지 훼미리주유소,서울,송파구,서울 송파구 중대로 58 (문정동),1667,1607,1,1,0,0,0,0,37.49123530000000,127.11535330000000
264,265,SK에너지,대성주유소,서울,송파구,서울 송파구 마천로 230 (마천동),1668,1588,1,1,0,0,0,0,37.50005400000000,127.14314730000000
265,266,GS칼텍스,(주)삼표에너지 우리주유소,서울,송파구,서울 송파구 동남로 153,1677,1637,0,1,0,0,0,0,37.49238570000001,127.12735830000000
266,267,SK에너지,(주)유진주유소,서울,송파구,서울 송파구 동남로 325 (오금동),1677,1594,1,1,0,0,0,0,37.50457780000000,127.13843850000000
267,268,현대오일뱅크,(주)정직한주유소,서울,송파구,서울 송파구 오금로 455 (거여동),1677,1617,0,1,0,0,0,0,37.48972790000000,127.14499120000000
268,269,현대오일뱅크,제트라인DM주유소,서울,송파구,서울 송파구 중대로 183 (가락동),1678,1638,1,0,0,1,0,0,37.49850470000000,127.12543100000000
269,270,SK에너지,완불주유소,서울,송파구,서울 송파구 송파대로 3 (장지동),1680,1632,0,1,0,0,0,1,37.47110970000000,127.12617080000000
270,271,GS칼텍스,송파주유소,서울,송파구,서울 송파구 송이로 28 (송파동),1683,1635,0,0,0,1,0,0,37.50884940000000,127.10640090000000
271,272,GS칼텍스,대성석유(주)석촌주유소,서울,송파구,서울 송파구 백제고분로 289,1697,1617,1,0,0,1,0,0,37.50282420000000,127.09857250000000
272,273,현대오일뱅크,HD현대오일뱅크㈜직영 올림픽셀프주유소,서울,송파구,서울 송파구 위례성대로 188 (오금동),1698,1649,0,1,0,1,0,1,37.50982500000000,127.13160700000000
273,274,SK에너지,대신석유(주)진양주유소,서울,송파구,서울 송파구 올림픽로 499 (풍납동),1948,1848,1,1,0,0,0,0,37.53366830000000,127.12061780000000
274,275,S-OIL,현대주유소,서울,양천구,서울 양천구 남부순환로 372 (신월동),1549,1494,0,1,0,0,0,0,37.53387270000000,126.82926250000000
275,276,GS칼텍스,플라트(주)서호주유소,서울,양천구,서울 양천구 남부순환로 317,1549,1494,0,1,0,1,0,0,37.53866090000000,126.82683670000000
276,277,알뜰주유소,양천구주유소,서울,양천구,서울 양천구 국회대로 275 (목동),1549,1534,0,1,0,1,0,1,37.53031490000000,126.86551680000000
277,278,SK에너지,가로공원주유소,서울,양천구,서울 양천구 가로공원로 165 (신월동),1549,1494,1,1,0,0,0,1,37.53701570000000,126.83428520000000
278,279,SK에너지,개나리Self주유소,서울,양천구,서울 양천구 남부순환로 442 (신월동),1559,1504,0,1,0,1,0,0,37.52828250000000,126.83294760000000
279,280,현대오일뱅크,형산석유(주)원주유소,서울,양천구,서울 양천구 남부순환로 408,1559,1504,1,1,0,1,0,0,37.53113889999999,126.83098180000000
280,281,SK에너지,삼미상사(주)신월IC셀프주유소,서울,양천구,서울 양천구 중앙로 331 (신월동),1594,1534,0,0,0,1,0,0,37.52550160000000,126.84979560000000
281,282,GS칼텍스,지에스이앤알 직영 서울주유소,서울,양천구,서울 양천구 신정로 236 (신정동),1595,1515,0,1,0,0,0,0,37.51056100000000,126.84769710000000
282,283,현대오일뱅크,신정동주유소,서울,양천구,서울 양천구 안양천로 663 (신정동),1595,1565,0,1,0,0,1,0,37.50655370000000,126.87115420000000
283,284,현대오일뱅크,현대오일뱅크(주)직영 양천셀프주유소,서울,양천구,서울 양천구 목동로 17,1599,1595,0,1,0,0,0,0,37.51066750000000,126.87103520000000
284,285,SK에너지,SK에너지(주) 신평,서울,양천구,서울 양천구 목동남로 62,1625,1579,1,1,0,1,0,0,37.50938420000000,126.86621700000000
285,286,현대오일뱅크,HD현대오일뱅크㈜직영 남부순환셀프주유소,서울,양천구,서울 양천구 남부순환로 553 (신월동),1629,1599,0,1,0,0,1,1,37.51949210000000,126.83880270000000
286,287,GS칼텍스,(주)삼표에너지 목동주유소,서울,양천구,서울 양천구 목동서로 129 (목동),1639,1589,0,1,0,0,0,0,37.53216510000000,126.87551880000000
287,288,GS칼텍스,지에스칼텍스㈜ 건지주유소,서울,양천구,서울 양천구 안양천로 1171 (목동),1639,1589,0,1,0,0,0,0,37.54532430000000,126.88211120000000
288,289,SK에너지,SK에너지(주) 경인주유소,서울,양천구,서울 양천구 국회대로 170 (신정동),1639,1584,0,1,0,0,0,0,37.52815540000000,126.85382350000000
289,290,현대오일뱅크,현대오일뱅크(주)직영 양천현대셀프주유소,서울,양천구,서울 양천구 안양천로 1179 (목동),1639,1589,0,1,1,1,1,1,37.54597780000000,126.88135410000000
290,291,SK에너지,목동주유소,서울,양천구,서울 양천구 목동중앙로 125 (목동),1639,1589,0,1,0,0,0,0,37.53961590000000,126.87457550000000
291,292,현대오일뱅크,(주)서부트럭터미날,서울,양천구,서울 양천구 신정로 167 (신정동),1669,1599,1,1,0,0,0,1,37.50948720000000,126.83924080000000
292,293,현대오일뱅크,현대오일뱅크(주)직영 신목동셀프주유소,서울,양천구,서울 양천구 목동동로10길 13,1679,1641,0,1,0,1,0,0,37.51957880000000,126.87107390000000
293,294,SK에너지,신양주유소,서울,양천구,서울 양천구 지양로 67,1769,1704,1,1,0,0,0,0,37.52152460000000,126.83384250000000
294,295,GS칼텍스,(주)대청에너지 대청주유소,서울,영등포구,서울 영등포구 가마산로 328 (대림동),1565,1495,0,1,0,1,0,1,37.49854720000000,126.89575900000000
295,296,알뜰주유소,도림주유소,서울,영등포구,서울 영등포구 도림로 343 (도림동),1565,1495,0,0,0,1,0,0,37.50776070000000,126.90023610000000
296,297,현대오일뱅크,(주)강서오일,서울,영등포구,서울 영등포구 도신로 151,1565,1495,0,0,0,0,0,1,37.51002190000000,126.90823800000000
297,298,SK에너지,한경석유(주)경덕주유소,서울,영등포구,서울 영등포구 여의대방로23길 2 (신길동),1565,1495,0,1,0,0,0,0,37.51769680000000,126.91699740000000
298,299,SK에너지,남서울고속주유소,서울,영등포구,서울 영등포구 가마산로 367 (대림동),1565,1495,0,1,0,0,0,1,37.50160280000000,126.89886620000000
299,300,현대오일뱅크,영등포제일셀프주유소,서울,영등포구,서울 영등포구 가마산로 379,1565,1495,0,1,0,1,0,0,37.50234760000000,126.89950310000000
300,301,현대오일뱅크,영등포현대셀프주유소,서울,영등포구,서울 영등포구 경인로 822 (영등포동),1565,1495,0,0,0,0,1,0,37.51533980000000,126.90449050000000
301,302,현대오일뱅크,(주)MS에너지,서울,영등포구,서울 영등포구 대림로 230,1565,1495,1,1,0,0,0,0,37.50133670000000,126.89743580000000
302,303,S-OIL,성락주유소,서울,영등포구,서울 영등포구 가마산로 414 (신길동),1565,1495,0,1,0,0,0,0,37.50382500000000,126.90286900000000
303,304,SK에너지,행촌주유소,서울,영등포구,서울 영등포구 도신로 130 (신길동),1565,1495,0,1,0,0,1,1,37.50861610000000,126.90623650000000
304,305,GS칼텍스,지에스칼텍스㈜ 신길주유소,서울,영등포구,서울 영등포구 신길로 74 (신길동),1579,1519,0,1,0,0,0,1,37.49905170000000,126.90873280000000
305,306,GS칼텍스,㈜지에스이앤알 모드니주유소,서울,영등포구,서울 영등포구 경인로 789,1605,1525,1,1,0,0,0,0,37.51464550000000,126.90075960000000
306,307,SK에너지,SK에너지(주) 양평주유소,서울,영등포구,서울 영등포구 선유로 195 (양평동3가),1609,1564,0,1,0,0,0,1,37.52903560000000,126.89104760000000
307,308,SK에너지,SK에너지(주) 기린주유소,서울,영등포구,서울 영등포구 선유로 270,1619,1574,0,1,0,0,1,1,37.53604370000000,126.89926800000000
308,309,현대오일뱅크,매봉주유소,서울,영등포구,서울 영등포구 도신로 248 (신길동),1625,1555,0,1,0,1,0,0,37.51308849999999,126.91833450000000
309,310,GS칼텍스,(주)한미석유 제2한강주유소,서울,영등포구,서울 영등포구 선유로 260 (양평동4가),1629,1574,0,1,0,0,0,0,37.53753520000000,126.89701040000000
310,311,GS칼텍스,(주)지에스이앤알 보라주유소,서울,영등포구,서울 영등포구 영등포로 399 (신길동),1635,1535,1,1,0,0,0,0,37.51353590000000,126.92273570000000
311,312,SK에너지,SK에너지(주) 신길동주유소,서울,영등포구,서울 영등포구 영등포로 348 (신길동),1635,1545,1,1,0,0,0,0,37.51532150000000,126.91701120000000
312,313,S-OIL,선유도주유소,서울,영등포구,서울 영등포구 양평로 141 (양평동5가),1639,1589,0,1,0,0,0,0,37.53936630000000,126.89264490000000
313,314,현대오일뱅크,국회대로주유소,서울,영등포구,서울 영등포구 국회대로 746 (여의도동),2067,1965,1,1,0,0,0,0,37.52799359999999,126.91604100000000
314,315,SK에너지,버드나룻길주유소,서울,영등포구,서울 영등포구 버드나루로 111 (당산동),2095,1995,1,1,0,0,0,0,37.52801770000000,126.90787080000000
315,316,SK에너지,SK KH에너지 여의도주유소,서울,영등포구,서울 영등포구 국회대로 794 (여의도동),2195,2189,1,1,0,0,0,0,37.53079440000000,126.92039010000000
316,317,GS칼텍스,SJ오일(주) 여의도주유소,서울,영등포구,서울 영등포구 은행로 64,2295,2395,1,1,1,0,1,1,37.53037990000001,126.92557820000000
317,318,현대오일뱅크,HD현대오일뱅크㈜직영 한남동주유소,서울,용산구,서울 용산구 한남대로 204 (한남동),1799,1699,1,1,0,1,0,0,37.54596950000000,127.00287490000000
318,319,GS칼텍스,(주)영원 풍기주유소,서울,용산구,서울 용산구 원효로 178 (원효로2가),2050,1960,1,0,0,0,1,0,37.53561710000000,126.96270020000000
319,320,SK에너지,(주)신태성주유소,서울,용산구,서울 용산구 원효로 147 (원효로3가),2055,1966,1,1,0,0,0,0,37.53372680000000,126.95612840000000
320,321,현대오일뱅크,HD현대오일뱅크㈜직영 갈월동주유소,서울,용산구,서울특별시 용산구  한강대로 322 (남영동),2080,1942,1,1,0,1,0,0,37.54703750000000,126.97223570000000
321,322,SK에너지,동자동주유소,서울,용산구,서울 용산구 한강대로104길 6 (동자동),2080,1942,1,1,0,0,0,0,37.55279360000000,126.97479680000000
322,323,현대오일뱅크,HD현대오일뱅크㈜직영 강변현대주유소,서울,용산구,서울 용산구 원효로 9 (청암동),2084,2011,1,1,0,1,0,0,37.53449570000001,126.94666340000000
323,324,현대오일뱅크,HD현대오일뱅크(주)직영 소월길주유소,서울,용산구,서울 용산구 소월로 66 (후암동),2084,1941,1,1,0,0,0,0,37.55058450000000,126.97699580000000
324,325,SK에너지,(주)남경주유소,서울,용산구,서울 용산구 녹사평대로11길 24,2099,1999,1,1,0,1,0,1,37.52263300000000,126.99312660000000
325,326,SK에너지,한석주유소,서울,용산구,서울 용산구 이촌로 164,2235,2141,1,1,0,0,0,1,37.52139010000000,126.96555700000000
326,327,SK에너지,에너비스,서울,용산구,서울 용산구 한남대로 82 (한남동),2297,2197,1,1,0,0,0,0,37.53604120000000,127.00612760000000
327,328,GS칼텍스,서계주유소,서울,용산구,서울 용산구  청파로 367 (청파동),2623,2729,1,1,0,0,0,0,37.55232860000000,126.96894620000000
328,329,SK에너지,타이거주유소,서울,은평구,서울 은평구 수색로 188 (증산동),1559,1514,0,1,0,0,0,0,37.58514780000000,126.90415210000000
329,330,현대오일뱅크,(주)디오티디 은평유니콘주유소,서울,은평구,서울 은평구 통일로 1151 (진관동),1559,1459,1,1,0,0,0,0,37.64322640000000,126.92000740000000
330,331,현대오일뱅크,(주)명연에너지 수색훼미리주유소,서울,은평구,서울 은평구 수색로 236 (수색동),1565,1525,0,1,0,0,0,0,37.58109370000000,126.89770680000000
331,332,GS칼텍스,지에스칼텍스(주)수색뉴타운주유소,서울,은평구,서울 은평구 수색로 350 (수색동),1589,1544,0,1,0,0,0,0,37.58717080000000,126.88753930000000
332,333,현대오일뱅크,불광주유소,서울,은평구,서울 은평구 연서로 314 (불광동),1608,1548,0,1,0,0,0,0,37.62039730000000,126.92376840000000
333,334,GS칼텍스,성원이앤에스(주)은평지점,서울,은평구,서울 은평구 통일로 968 (진관동),1608,1568,0,1,0,0,0,0,37.62923200000000,126.91970400000000
334,335,GS칼텍스,대성산업㈜ 대성주유소,서울,은평구,서울 은평구 통일로 642,1615,1548,0,1,0,0,0,1,37.60406510000000,126.93525580000000
335,336,SK에너지,박석고개주유소,서울,은평구,서울 은평구 통일로 945 (갈현동),1628,1578,0,1,0,0,0,1,37.62154100000000,126.91357800000000
336,337,SK에너지,은평뉴타운주유소,서울,은평구,서울 은평구 통일로 924 (불광동),1628,1578,0,1,0,1,0,0,37.62529770000000,126.92040310000000
337,338,GS칼텍스,지에스칼텍스㈜ 신사제일주유소,서울,은평구,서울 은평구 증산로 423 (신사동),1634,1584,0,1,0,0,0,1,37.59561300000000,126.90720330000000
338,339,GS칼텍스,지에스칼텍스㈜ 서부주유소,서울,은평구,서울 은평구 응암로 210 (응암동),1634,1589,0,1,0,1,0,0,37.59079180000000,126.91780760000000
339,340,자가상표,코끼리주유소,서울,은평구,서울 은평구 서오릉로 41 (녹번동),1728,1658,1,1,0,0,0,0,37.60327380000000,126.92941930000000
340,341,현대오일뱅크,㈜지에스이앤알 평창주유소,서울,종로구,서울 종로구 평창문화로 135 (평창동),1754,1685,0,1,0,0,0,0,37.60973520000000,126.97451300000000
341,342,SK에너지,자하문주유소,서울,종로구,서울 종로구 자하문로 248 (부암동),1759,1699,0,1,0,0,0,0,37.59274800000000,126.96640180000000
342,343,S-OIL,안풍주유소,서울,종로구,서울 종로구 자하문로 303,1759,1699,1,1,0,0,0,0,37.59920640000000,126.95914450000000
343,344,S-OIL,구도일주유소특종,서울,종로구,서울 종로구 평창문화로 90 (평창동),1799,1740,1,1,0,0,0,0,37.60668980000000,126.97109880000000
344,345,SK에너지,SK북악주유소,서울,종로구,서울 종로구 평창문화로 137,2248,2148,1,1,0,0,0,0,37.60986360000000,126.97489820000000
345,346,SK에너지,약수주유소,서울,중구,서울 중구 다산로 173,1647,1568,0,1,0,1,0,1,37.55902580000000,127.01266140000000
346,347,알뜰주유소,세화주유소,서울,중구,서울 중구 왕십리로 403,1678,1598,1,1,0,1,0,1,37.56473090000000,127.02552750000000
347,348,S-OIL,장충드림주유소,서울,중구,서울 중구 동호로 296,1725,1655,0,1,0,0,0,0,37.56085030000000,127.00341820000000
348,349,SK에너지,장충주유소,서울,중구,서울 중구 장충단로 202 (장충동1가),2028,1999,1,1,0,0,0,1,37.56097630000000,127.00758090000000
349,350,SK에너지,신당동주유소,서울,중구,서울 중구 다산로 242 (신당동),2098,1998,1,1,0,0,0,1,37.56460220000000,127.01641000000000
350,351,GS칼텍스,필동주유소,서울,중구,서울 중구 퇴계로 196 (필동2가),2409,2319,1,0,0,0,0,1,37.55877340000000,126.99472090000000
351,352,SK에너지,서남주유소,서울,중구,서울 중구 통일로 30,2633,2563,1,1,0,0,0,1,37.55837490000000,126.97209390000000
352,353,SK에너지,면목SELF주유소,서울,중랑구,서울 중랑구 동일로 627 (면목동),1567,1497,0,1,0,1,0,0,37.58634980000000,127.07958850000000
353,354,GS칼텍스,대양주유소,서울,중랑구,서울 중랑구 봉우재로 105 (상봉동),1577,1497,0,1,0,0,0,0,37.59259210000000,127.08487880000000
354,355,S-OIL,구도일주유소 동천,서울,중랑구,서울 중랑구 동일로 654 (면목동),1577,1497,0,1,0,0,0,0,37.58907340000000,127.08024470000000
355,356,GS칼텍스,대원주유소,서울,중랑구,서울 중랑구 동일로 600,1577,1507,0,1,0,0,0,0,37.58403330000000,127.08010820000000
356,357,S-OIL,오천만주유소,서울,중랑구,서울 중랑구 동일로 547 (면목동),1577,1497,0,1,0,0,0,0,37.57912240000000,127.07933110000000
357,358,S-OIL,(주)태영 구도일주유소 한인,서울,중랑구,서울 중랑구 망우로 170 (상봉동),1597,1527,0,1,0,1,0,0,37.59246550000000,127.07190800000000
358,359,GS칼텍스,우림주유소,서울,중랑구,서울 중랑구 용마산로 487 (망우제3동),1597,1517,0,1,0,0,0,0,37.59233180000000,127.09910540000000
359,360,SK에너지,신내주유소,서울,중랑구,서울 중랑구 용마산로 705 (신내동),1622,1553,0,1,0,0,0,0,37.61712500000000,127.09589620000000
360,361,S-OIL,범아주유소,서울,중랑구,서울 중랑구 동일로 881 (묵동),1646,1576,1,1,0,1,0,0,37.60931110000000,127.07767250000000
361,362,SK에너지,용마로주유소,서울,중랑구,서울 중랑구 용마산로 309 (면목동),1658,1558,0,1,0,0,0,0,37.57987770000000,127.09218190000000
362,363,SK에너지,신일셀프주유소,서울,중랑구,서울 중랑구 상봉로 58 (망우동),1698,1597,0,1,0,1,0,1,37.59094190000000,127.09380660000000
